vendorName,streetAddress,ZIPCode,city,state,countryCode,congressionalDistrictCode,annualRevenue,numberOfEmployees,PIID,modNumber,transactionNumber,obligatedAmount,majorProgramCode,mainAccountCode,placeOfPerformanceZIPCode,placeOfPerformanceCongressionalDistrict,placeOfPerformanceCountryCode,placeOfPerformanceStateCode,signedDate,effectiveDate,currentCompletionDate,ultimateCompletionDate,fundedThroughDate,principalNAICSCode,countryOfOrigin,placeOfManufacture
Precision Fabricating & Cleaning Company Incorporated,3975 E Railroad Ave,329265975,Cocoa,FL,USA,8,22795668,150,NNK12EC09D,4,0,586176,GROUND SUPPORT EQUIUPMENT IDIQ FLUIDS,124,329265975,8,USA,FL,2014-04-08 00:00:00,2014-04-08 00:00:00,2014-10-30 00:00:00,2014-10-30 00:00:00,,339999,USA,D
"Affigent, Llc",13873 Park Center Road Ste 127,201713248,Herndon,VA,USA,10,151655216,97,NNX12AA01D,8,0,2264819.43,,122,201713248,10,USA,VA,2014-04-08 00:00:00,2014-04-08 00:00:00,2014-04-30 00:00:00,2014-10-14 00:00:00,,541519,USA,D
Genesis Engineering Solutions,4501 Boston Way Ste A,207066241,Lanham,MD,USA,5,0,0,NNG12FC80T,9,0,3412315,JAMES WEBB SPACE TELESCOPE (JWST),120,207710003,5,USA,MD,2014-04-08 00:00:00,2014-04-08 00:00:00,2014-07-25 00:00:00,2014-07-25 00:00:00,,541330,USA,C
Aecom Technical Services Incorporated,515 S Flower St Fl 4,900712201,Los Angeles,CA,USA,34,6099999744,45000,NNA13AA14C,83,0,-123777.97,,130,940350001,18,USA,CA,2014-04-09 00:00:00,2014-04-09 00:00:00,2014-10-31 00:00:00,2017-10-31 00:00:00,2014-10-31 00:00:00,541310,USA,C
"Thomas, Miller & Partners, Pllc",5210 Maryland Way Ste 200,370275065,Brentwood,TN,USA,7,9000000,32,NNM12AA41T,2,0,-98518,"ARCHITECT AND ENGINEERING DESIGN SERVICES,",130,370275008,7,USA,TN,2014-04-09 00:00:00,2014-04-09 00:00:00,2014-01-31 00:00:00,2014-01-31 00:00:00,,541310,USA,C
"Curtis, Lewis & Associates Pc",1735 Tamarack St Nw,200121036,Washington,DC,USA,0,0,0,NNH14JO03D,1,0,-8215,,122,200121036,0,USA,DC,2014-04-09 00:00:00,2014-04-09 00:00:00,2013-11-17 00:00:00,2013-11-17 00:00:00,,561611,USA,C
University Of Maryland,3112 Lee Building,207425100,College Park,MD,USA,5,2342248704,12254,NNX11AD11G,4,0,-4628.9,MINING THE SUZAKU ARCHIVE FOR ELLIPTICAL GALAXIES,120,207425100,5,USA,MD,2014-04-09 00:00:00,2014-04-09 00:00:00,2014-04-09 00:00:00,2014-04-09 00:00:00,2014-04-09 00:00:00,,,
Lecroy Corporation,700 Chestnut Ridge Rd,109776437,Chestnut Ridge,NY,USA,,1530000000,499,NNC12QB03P,1,0,-4251,,131,109775238,17,USA,NY,2014-04-09 00:00:00,2014-04-09 00:00:00,2012-08-31 00:00:00,2012-08-31 00:00:00,,334515,USA,D
Urs Federal Technical Services Incorporated,4732 Rightout Road Msfc,358120001,Huntsville,AL,USA,5,10000000000,45000,NNM12AB54T,53,0,-3469,,115,358120001,5,USA,AL,2014-04-09 00:00:00,2014-04-09 00:00:00,2014-06-30 00:00:00,2014-06-30 00:00:00,,561210,USA,C
Hexagon Metrology Incorporated,250 Circuit Dr,28527441,North Kingstown,RI,USA,2,3000000000,8179,NNL14AA95P,2,0,-1978.84,,126,236812199,2,USA,VA,2014-04-09 00:00:00,2014-04-09 00:00:00,2014-04-17 00:00:00,2014-04-17 00:00:00,,334513,USA,C
Capitol College,11301 Springfield Rd,207089759,Laurel,MD,USA,5,9300000,90,NNX10AU98A,11,0,-1316.7,,120,207710002,5,USA,MD,2014-04-09 00:00:00,2014-04-09 00:00:00,2014-04-09 00:00:00,2014-04-09 00:00:00,2014-04-09 00:00:00,,,
"Dell Federal Systems, Lp",1 Dell Way,786827000,Round Rock,TX,USA,31,50,66000,NNA14SA15D,1,0,-935.16,,122,940350001,18,USA,CA,2014-04-09 00:00:00,2014-04-09 00:00:00,2015-01-23 00:00:00,2015-01-23 00:00:00,,334111,USA,D
Trax International Corporation,3120 E Post Rd,891200270,Las Vegas,NV,USA,,4380000,485,GSFC0200104DNAS501091,604,0,-485,,114,207710003,5,USA,MD,2014-04-09 00:00:00,2014-04-09 00:00:00,2012-07-31 00:00:00,2012-07-31 00:00:00,,541614,USA,C
Flight Suits,1900 Weld Blvd Ste 140,920201682,El Cajon,CA,USA,53,10800000,96,NNJ14TA09P,1,0,-318,,124,920201682,53,USA,CA,2014-04-09 00:00:00,2014-04-09 00:00:00,2014-04-30 00:00:00,2014-04-30 00:00:00,,339113,USA,D
Sulzer Metco (us) Incorporated,1101 Prospect Ave,115902724,Westbury,NY,USA,4,3416000000,13740,NNC11MC11P,2,0,-25.88,,126,115902724,4,USA,NY,2014-04-09 00:00:00,2014-04-09 00:00:00,2012-06-30 00:00:00,2012-06-30 00:00:00,,332117,USA,C
The Regents Of The University Of California,2150 Shattuck Ave Rm 313,947045940,Berkeley,CA,USA,13,25000000,19000,NNX08AJ38G,7,0,-9.93,,120,947045940,13,USA,CA,2014-04-09 00:00:00,2014-04-09 00:00:00,2014-04-09 00:00:00,2014-04-09 00:00:00,2014-04-09 00:00:00,,,
E. J. Enterprises Incorporated,7280 Baltimore Annapolis,210612700,Glen Burnie,MD,USA,3,11000000,48,NNG10RA00D,1041,0,1175.8,,120,210612700,3,USA,MD,2014-04-09 00:00:00,2014-04-09 00:00:00,2014-12-07 00:00:00,2014-12-07 00:00:00,,423510,USA,C
Reed Elsevier Incorporated,9393 Springboro Pike,453424424,Miamisburg,OH,USA,10,9793590,36,NNS14AA66T,0,0,1764,,122,453450001,10,USA,OH,2014-04-09 00:00:00,2014-05-01 00:00:00,2015-04-30 00:00:00,2015-04-30 00:00:00,,511120,USA,D
Hexagon Metrology Incorporated,250 Circuit Dr,28527441,North Kingstown,RI,USA,2,3000000000,8179,NNL14AA95P,1,0,2995,,126,236812199,2,USA,VA,2014-04-09 00:00:00,2014-04-09 00:00:00,2014-04-17 00:00:00,2014-04-17 00:00:00,,334513,USA,C
Al Razaq Computing Services,6001 Savoy Dr Ste 505,770363365,Houston,TX,USA,7,8400000,97,NNM11AA39T,33,0,3198,,122,358120001,5,USA,AL,2014-04-09 00:00:00,2014-04-09 00:00:00,2014-04-30 00:00:00,2014-04-30 00:00:00,2014-04-30 00:00:00,561210,USA,C
Krohn-hite Corporation,15 Jonathan Dr Ste 4,23015566,Brockton,MA,USA,8,1652380,17,NNL14AC09P,0,0,3315,,126,23015566,8,USA,MA,2014-04-09 00:00:00,2014-04-09 00:00:00,2014-05-14 00:00:00,2014-05-14 00:00:00,,334515,USA,D
Ge Analytical Instruments Incorporated,6060 Spine Rd,803013687,Boulder,CO,USA,,158000005120,350000,NNG14LD24P,0,0,3575,,120,803013674,2,USA,CO,2014-04-09 00:00:00,2014-04-09 00:00:00,2014-04-30 00:00:00,2014-04-30 00:00:00,,334513,USA,C
Excalibur Associates Incorporated,8687 W 108th Ave,800216100,Westminster,CO,USA,7,17362886,104,NNM12AA08C,39,0,3861,,122,358120001,5,USA,AL,2014-04-09 00:00:00,2014-04-09 00:00:00,2014-09-30 00:00:00,2016-12-31 00:00:00,2014-05-14 00:00:00,561612,USA,C
Edarch-erie Jv,2919 Warrington Rd,441202422,Shaker Heights,OH,USA,11,0,0,NNC10X058T,2,0,4575,8A-CONSTRUCTION SERVICES 2009,115,441353191,16,USA,OH,2014-04-09 00:00:00,2014-03-09 00:00:00,2014-04-09 00:00:00,2014-04-09 00:00:00,,238990,USA,C
"Dlt Solutions, Llc",13861 Sunrise Valley Dr Ste 400,201716126,Herndon,VA,USA,11,775944576,245,NNC14DB56D,0,0,5468.22,,122,201716126,11,USA,VA,2014-04-09 00:00:00,2014-04-09 00:00:00,2015-02-23 00:00:00,2015-02-23 00:00:00,,443120,USA,C
Innovations Consulting International Incorporated,321 Mississippi St,941072925,San Francisco,CA,USA,12,1000000,5,NNX14TB93P,0,0,6871,,4546,358120001,5,USA,AL,2014-04-09 00:00:00,2014-04-16 00:00:00,2014-04-16 00:00:00,2014-04-16 00:00:00,,611430,USA,C
Alta Data Technologies Llc,4901 Rockaway Blvd Ne Ste A,871244503,Rio Rancho,NM,USA,3,9000000,13,NNM14AA17W,0,0,7643,,122,871244503,3,USA,NM,2014-04-09 00:00:00,2014-04-09 00:00:00,2014-05-09 00:00:00,2014-05-09 00:00:00,,334118,USA,D
Cornell Technical Services Llc,9700 Patuxent Woods Dr. Suite 140,210462941,Columbia,MD,USA,3,4416000,30,NNL13AA51T,4,0,11863,,120,210462941,3,USA,MD,2014-04-09 00:00:00,2014-04-09 00:00:00,2015-03-31 00:00:00,2015-03-31 00:00:00,,541712,USA,C
Call Henry Incorporated,308 Pine St.,327963556,Titusville,FL,USA,8,21000000,400,NNC12TA03T,175,0,12426,,122,441353191,16,USA,OH,2014-04-09 00:00:00,2014-04-09 00:00:00,2014-04-30 00:00:00,2014-04-30 00:00:00,2014-04-30 00:00:00,561210,USA,C
Media Fusion Incorporated,4951 Century St Nw,358161901,Huntsville,AL,USA,5,4200000,45,NND10AH15C,55,0,15531,,122,935230273,23,USA,CA,2014-04-09 00:00:00,2014-04-09 00:00:00,2015-02-28 00:00:00,2015-02-28 00:00:00,2014-08-31 00:00:00,561110,USA,C
Pcmg Incorporated,14120 Newbrook Dr Ste 100,201512273,Chantilly,VA,USA,10,178000000,2400,NNG14PC30D,0,0,17431.93,,120,201512273,10,USA,VA,2014-04-09 00:00:00,2014-04-09 00:00:00,2014-05-30 00:00:00,2014-05-30 00:00:00,,334111,USA,D
Immixtechnology Incorporated,8444 Westpark Dr Ste 200,221025112,Mc Lean,VA,USA,11,36001856,201,NNX14MC35D,1,0,17453.86,,124,395290001,4,USA,MS,2014-04-09 00:00:00,2014-04-09 00:00:00,2014-04-30 00:00:00,2015-03-31 00:00:00,2015-03-31 00:00:00,541519,USA,D
Comsol Incorporated,1 New England Executive Park Ste 350,18035001,Burlington,MA,USA,6,35000000,300,NNC14VA74P,0,0,19381,,126,18035001,6,USA,MA,2014-04-09 00:00:00,2014-04-09 00:00:00,2015-11-30 00:00:00,2015-11-30 00:00:00,,511210,USA,C
Jrh Electronics Llc,11001 Lincoln Drive West,80531530,Marlton,NJ,USA,3,9686020,9,NNK14EA39P,0,0,24278.1,,115,80531530,3,USA,NJ,2014-04-09 00:00:00,2014-04-09 00:00:00,2014-06-20 00:00:00,2014-06-20 00:00:00,,335931,USA,D
"Airgas Usa, Llc",2015 Vaughn Rd Bldg 400,301447802,Kennesaw,GA,USA,11,4016999936,14000,NNM14AA99P,0,0,31191.65,,122,301447802,11,USA,GA,2014-04-09 00:00:00,2014-04-09 00:00:00,2014-10-11 00:00:00,2014-10-11 00:00:00,,325120,USA,D
Leland Stanford Junior University,450 Serra Mall,943052004,Stanford,CA,USA,18,380000000,9800,NNX14AG38H,0,0,34334,WALL-MODELED LARGE EDDY SIMULATION (WMLES) OF COMPLEX FLOWS AT VERY HIGH REYNOLDS NUMBER,126,943052004,18,USA,CA,2014-04-09 00:00:00,2014-02-20 00:00:00,2014-08-31 00:00:00,2014-08-31 00:00:00,,,,
"University Of California, Santa Cruz",1156 High St,950641077,Santa Cruz,CA,USA,20,3500000000,20000,NNX12AJ36G,2,0,39634,HIGH-ENERGY SOLAR PHYSICS WITH NUSTAR,120,950641077,20,USA,CA,2014-04-09 00:00:00,2014-04-09 00:00:00,2015-05-14 00:00:00,2015-05-14 00:00:00,2015-05-14 00:00:00,,,
Mpf Products Incorporated,3046 Bramlett Church Rd,296453602,Gray Court,SC,USA,3,9000000,35,NNG14PC42P,0,0,43659,,120,296453602,3,USA,SC,2014-04-09 00:00:00,2014-04-09 00:00:00,2014-06-13 00:00:00,2014-06-13 00:00:00,,334413,USA,D
California Institute Of Technology,4800 Oak Grove Dr,911098001,Pasadena,CA,USA,27,1724999936,5000,NNN13D111T,20,0,46332,,115,911098099,27,USA,CA,2014-04-09 00:00:00,2014-04-09 00:00:00,2017-09-30 00:00:00,2017-09-30 00:00:00,2017-09-30 00:00:00,541712,USA,C
"University Of California, San Diego",9500 Gilman Dr Dept 621,920930621,La Jolla,CA,USA,49,1059000000,25000,NNX13AM89G,2,0,47266,RISK OF INTERVERTEBRAL DISC DAMAGE AFTER PROLONGED SPACE FLIGHT,124,920930621,49,USA,CA,2014-04-09 00:00:00,2014-04-09 00:00:00,2018-07-10 00:00:00,2018-07-10 00:00:00,2018-07-10 00:00:00,,,
University Of Montana System,32 Campus Drive Main Hall,598120001,Missoula,MT,USA,0,229900000,3321,NNX13AO04G,2,0,56425,TRANSLATING EOS DATASETS INTO NATIONAL ECOSYSTEM BIOPHYSICAL INDICATORS,120,598120001,0,USA,MT,2014-04-09 00:00:00,2014-04-09 00:00:00,2015-01-29 00:00:00,2015-01-29 00:00:00,2015-01-29 00:00:00,,,
L&m Technologies Incorporated,4209 Balloon Pk Rd Ne,871095861,Albuquerque,NM,USA,1,29869416,213,NNJ08JA01C,179,0,62914.13,,122,770583607,36,USA,TX,2014-04-09 00:00:00,2014-04-09 00:00:00,2015-02-28 00:00:00,2018-02-28 00:00:00,,493110,USA,C
Montana State University Incorporated,307 Montana Hall,597172470,Bozeman,MT,USA,0,225000000,2500,NNX13AG09G,2,0,84711,MODELING FLARE DYNAMICS DRIVEN BY RECONNECTION ENERGY RELEASE,120,597172470,0,USA,MT,2014-04-09 00:00:00,2014-04-09 00:00:00,2016-02-04 00:00:00,2016-02-04 00:00:00,2016-02-04 00:00:00,,,
University Of South Carolina,1400 Pendleton St,292010000,Columbia,SC,USA,,475000000,5500,NNX14AG74G,0,0,89823,: CONNECTING THE INTERSTELLAR GAS AND DUST PROPERTIES OF DISTANT GALAXIES,120,292014851,6,USA,SC,2014-04-09 00:00:00,2014-04-02 00:00:00,2017-04-01 00:00:00,2017-04-01 00:00:00,2017-04-01 00:00:00,,,
University Of Maryland,3112 Lee Building Md-005,207420001,College Park,MD,USA,5,2720895488,12254,NNX13AI65G,2,0,98314,LONG-PERIOD INVESTIGATION OF ION CYCLOTRON WAVES IN THE SOLAR WIND IN THE INNER HELIOSPHERE,120,207420001,5,USA,MD,2014-04-09 00:00:00,2014-04-09 00:00:00,2016-03-31 00:00:00,2016-03-31 00:00:00,2016-03-31 00:00:00,,,
The Regents Of The University Of California,2150 Shattuck Ave Rm 313,947045940,Berkeley,CA,USA,13,100000000,10000,NNX12AK38G,2,0,111767,KINETIC ALFVEN WAVES AND ASSOCIATED ELECTRON ACCELERATION,120,947045940,13,USA,CA,2014-04-09 00:00:00,2014-04-09 00:00:00,2015-05-31 00:00:00,2015-05-31 00:00:00,2015-05-31 00:00:00,,,
Rj Runge Company Incorporated,1546 Nw Catawba Rd Unit A,434522822,Port Clinton,OH,USA,9,1250000,6,NNC10Y028T,8,0,117249.44,8A CONSTRUCTION SERVICES 2009,130,441353191,16,USA,OH,2014-04-09 00:00:00,2014-04-09 00:00:00,2014-07-31 00:00:00,2014-07-31 00:00:00,,238990,USA,C
University Of Alabama In Huntsville,301 Sparkman Dr Nw,358051911,Huntsville,AL,USA,5,68247184,1900,NNX12AH50G,2,0,122436,INVESTIGATION OF MAGNETIC FLUX ROPES IN THE INNER HELIOSPHERE AND THEIR SOLAR SOURCES FROM IN-SITU A,120,358051911,5,USA,AL,2014-04-09 00:00:00,2014-04-09 00:00:00,2015-05-14 00:00:00,2015-05-14 00:00:00,2015-05-14 00:00:00,,,
"University Of California, Los Angeles",11000 Kinross Ave Ste 102,900952000,Los Angeles,CA,USA,33,923151936,9999,NNX12AJ57G,2,0,128567,SOURCE REGION OF POLEWARD BOUNDARY INTENSIFICATIONS IDENTIFIED FROM MULTI-SPACECRAFT OBSERVATIONS IN,120,900952000,33,USA,CA,2014-04-09 00:00:00,2014-04-09 00:00:00,2015-05-20 00:00:00,2015-05-20 00:00:00,2015-05-20 00:00:00,,,
Johns Hopkins University,3400 N Charles St W400 Wyman Park Bldg,212182680,Baltimore,MD,USA,7,3100000000,25000,NNX12AJ59G,2,0,133591,LOW ALTITUDE EMISSION OF ENERGETIC NEUTRAL ATOMS: IMAGE/HENA,120,212182680,7,USA,MD,2014-04-09 00:00:00,2014-04-09 00:00:00,2015-05-20 00:00:00,2015-05-20 00:00:00,2015-05-20 00:00:00,,,
Manufacturing Technical Solutions Incorporated,7047 Old Madison Pike Ste 302,358063575,Huntsville,AL,USA,5,3000000,30,NNM14AA02T,15,0,133654.8,,124,358120001,5,USA,AL,2014-04-09 00:00:00,2014-04-09 00:00:00,2014-10-31 00:00:00,2019-04-30 00:00:00,2014-05-31 00:00:00,541330,USA,C
The Regents Of The University Of Colorado,"3100 Marine St Rm 479, 572 Ucb",803031058,Boulder,CO,USA,2,3333,3333,NNX12AH43G,2,0,136435,ION AND ELECTRON VELOCITY SIGNATURES AT SOLAR WIND RECONNECTION EXHAUSTS,120,803031058,2,USA,CO,2014-04-09 00:00:00,2014-04-09 00:00:00,2015-04-30 00:00:00,2015-04-30 00:00:00,2015-04-30 00:00:00,,,
Regents Of The University Of Michigan,503 Thompson St,481091340,Ann Arbor,MI,USA,12,4800000000,42000,NNX14AF90G,0,0,218453,L-BAND RADAR CALIBRATION FOR SMAP,120,481091340,12,USA,MI,2014-04-09 00:00:00,2014-03-19 00:00:00,2018-07-18 00:00:00,2018-07-18 00:00:00,2018-07-18 00:00:00,,,
California Institute Of Technology,4800 Oak Grove Dr,911098001,Pasadena,CA,USA,27,1724999936,5000,NNN13D973T,9,0,219998,,120,911098099,27,USA,CA,2014-04-09 00:00:00,2014-04-09 00:00:00,2017-09-30 00:00:00,2017-09-30 00:00:00,2017-09-30 00:00:00,541712,USA,C
Rector & Visitors Of The University Of Virginia,1001 N Emmet St,229034833,Charlottesville,VA,USA,5,140000000,12000,NNX12AP99G,2,0,236894,A PROGRAM FOR COMPUTATIONAL EDUCATION AND INTERNSHIP TRAINING FOR ENVIRONMENTAL SCIENCE STUDENTS,120,229034833,5,USA,VA,2014-04-09 00:00:00,2014-04-09 00:00:00,2015-11-30 00:00:00,2015-11-30 00:00:00,2015-11-30 00:00:00,,,
Universities Space Research Association,10211 Wincopin Cir 500,210443405,Columbia,MD,USA,7,78363112,464,NNC13TA91T,4,0,255324.14,,122,441353127,16,USA,OH,2014-04-09 00:00:00,2014-04-09 00:00:00,2018-03-31 00:00:00,2018-03-31 00:00:00,2014-04-30 00:00:00,541712,USA,C
Universities Space Research Association,10211 Wincopin Cir 500,210443405,Columbia,MD,USA,7,78363112,464,NNC13TA85T,5,0,629652.41,,126,441353127,16,USA,OH,2014-04-09 00:00:00,2014-04-09 00:00:00,2018-03-31 00:00:00,2018-03-31 00:00:00,2014-08-31 00:00:00,541712,USA,C
Urs Federal Technical Services Incorporated,4732 Rightout Road Msfc,358120001,Huntsville,AL,USA,5,10000000000,45000,NNM12AB54T,52,0,652353,,122,358120001,5,USA,AL,2014-04-09 00:00:00,2014-04-09 00:00:00,2014-06-30 00:00:00,2014-06-30 00:00:00,2014-06-30 00:00:00,561210,USA,C
California Institute Of Technology,4800 Oak Grove Dr,911098001,Pasadena,CA,USA,27,1724999936,5000,NNN13D496T,13,0,4.541E7,,120,911098099,27,USA,CA,2014-04-09 00:00:00,2014-04-09 00:00:00,2014-09-30 00:00:00,2014-09-30 00:00:00,2014-09-30 00:00:00,541712,USA,C
Flight Research Associates Incorporated,110 Taylor St,975309668,Jacksonville,OR,USA,2,303000,35,NNA13AA35D,3,0,-43377.23,SIMLAB PARTICIPANT,126,940350001,18,USA,CA,2014-04-10 00:00:00,2014-04-10 00:00:00,2014-05-26 00:00:00,2014-05-26 00:00:00,,488190,USA,C
Parsons Government Services Incorporated,100 W Walnut St,911240001,Pasadena,CA,USA,27,3400000000,13000,NNG11AZ20T,93,0,-32618,,122,207710003,5,USA,MD,2014-04-10 00:00:00,2014-04-10 00:00:00,2016-04-18 00:00:00,2016-04-18 00:00:00,,236220,USA,C
Mcr Federal Incorporated,2000 Corp Rdg Ste 400,22102,Mc Lean,VA,USA,,0,0,NNH07CD12D,7,0,-17427.92,,122,221027844,8,USA,VA,2014-04-10 00:00:00,2014-04-10 00:00:00,2012-07-31 00:00:00,2012-07-31 00:00:00,,541611,USA,C
Matthew Bender & Company Incorporated,1275 Broadway,122042628,Albany,NY,USA,20,0,0,NNH10PR29D,1,0,-97.35,LEXISNEXIS MATTHEW BENDER,122,122042628,20,USA,NY,2014-04-10 00:00:00,2014-04-10 00:00:00,2013-09-30 00:00:00,2013-09-30 00:00:00,,511120,USA,D
United Paradyne Corporation,2415 Professional Pkwy,934551684,Santa Maria,CA,USA,24,13808474,120,NNK13EB25D,2,0,1171.37,,124,934551684,24,USA,CA,2014-04-10 00:00:00,2014-04-10 00:00:00,2014-09-30 00:00:00,2014-09-30 00:00:00,,339999,USA,D
Reed Elsevier Incorporated,9393 Springboro Pike,453424424,Miamisburg,OH,USA,10,9793590,36,NND14AB12D,0,0,2646,,122,935230273,23,USA,CA,2014-04-10 00:00:00,2014-04-10 00:00:00,2015-04-30 00:00:00,2015-04-30 00:00:00,,511120,USA,D
Technical Communities Incorporated,1111 Bayhill Dr Ste 400,940662305,San Bruno,CA,USA,14,15000000,26,NNC14DA79D,0,0,3414.29,,131,940663043,14,USA,CA,2014-04-10 00:00:00,2014-04-10 00:00:00,2014-05-12 00:00:00,2014-05-12 00:00:00,,334513,USA,D
G C Micro Corporation,3910 Cypress Drive,949545694,Petaluma,CA,USA,2,33000000,30,NNA14SA43D,0,0,3766.88,,120,940350001,18,USA,CA,2014-04-10 00:00:00,2014-05-10 00:00:00,2015-05-09 00:00:00,2015-05-09 00:00:00,,541519,USA,D
Aetos Systems Incorporated,1525 Perimeter Pkwy Nw Ste 115,358014720,Huntsville,AL,USA,5,6800000,20,NNM14AA39T,0,0,3863,,122,358120001,5,USA,AL,2014-04-10 00:00:00,2014-04-10 00:00:00,2014-06-11 00:00:00,2014-06-11 00:00:00,,561210,USA,C
Aqua Solutions Incorporated,8 Old Burnt Mountain Road,301433356,Jasper,GA,USA,9,1000000,12,NNM14AB16D,0,0,3951.64,,115,301433356,9,USA,GA,2014-04-10 00:00:00,2014-04-10 00:00:00,2014-04-28 00:00:00,2014-04-28 00:00:00,,339111,USA,D
Countertrade Products Incorporated,7585 W 66th Ave,800033969,Arvada,CO,USA,7,74000000,48,NNJ14JC68D,0,0,4838.7,,115,800033969,7,USA,CO,2014-04-10 00:00:00,2014-04-10 00:00:00,2014-05-10 00:00:00,2014-05-10 00:00:00,,541519,USA,D
Ch2m Hill Constructors Incorporated,9189 S Jamaica St,801125946,Englewood,CO,USA,4,5422800896,19020,NNM12AA30T,16,0,5181,MSFC LOGISTICS SUPPORT SERVICES (MLSS),122,358120001,5,USA,AL,2014-04-10 00:00:00,2014-04-10 00:00:00,2014-09-30 00:00:00,2014-09-30 00:00:00,2014-05-31 00:00:00,561210,USA,C
Paydarfar Industries Incorporated,23201 Lake Center Dr Ste 101,926306804,Lake Forest,CA,USA,45,9154000,41,NNG14AN16P,0,0,13567,,120,926306804,45,USA,CA,2014-04-10 00:00:00,2014-04-10 00:00:00,2015-04-30 00:00:00,2015-04-30 00:00:00,,541519,USA,D
Universities Space Research Association,"10211 Wincopin Circle, Ste 500",210443405,Columbia,MD,USA,7,82,378,NNX08AC28A,55,0,21853,,120,210443405,7,USA,MD,2014-04-10 00:00:00,2014-04-10 00:00:00,2014-12-31 00:00:00,2014-12-31 00:00:00,2014-12-31 00:00:00,,,
Michigan State University,301 Administration Bldg,488241046,East Lansing,MI,USA,8,1798324992,14145,NNX12AH49G,2,0,22156,"IMPROVING HMI AND HINODE MAGNETOGRAM, DOPPLERGRAM AND HELIOSEISMIC ANALYSIS",120,488241046,8,USA,MI,2014-04-10 00:00:00,2014-04-10 00:00:00,2015-04-19 00:00:00,2015-04-19 00:00:00,2015-04-19 00:00:00,,,
Orbital Sciences Corporation,21839 Atlantic Blvd,201666850,Dulles,VA,USA,10,1034000000,3500,NNG11VG01D,33,0,22488,,120,201666850,10,USA,VA,2014-04-10 00:00:00,2014-04-10 00:00:00,2016-09-27 00:00:00,2016-09-27 00:00:00,2014-09-30 00:00:00,336414,USA,D
Service Physics Incorporated,20332 Empire Ave F2,977015711,Bend,OR,USA,2,712000,4,NNG14LL59P,0,0,22825,,122,977015711,2,USA,OR,2014-04-10 00:00:00,2014-04-01 00:00:00,2015-03-31 00:00:00,2015-03-31 00:00:00,,811219,USA,D
Theiss Research,7411 Eads Ave,920375037,La Jolla,CA,USA,52,404332,3,NNX13AK26G,1,0,26699,BRIDGING THE GAP BETWEEN MODIS AND FLUXNET: VALIDATION OF NEW HIGH SPATIAL RESOLUTION SATELLITE-BASE,120,920375037,52,USA,CA,2014-04-10 00:00:00,2014-04-10 00:00:00,2016-05-14 00:00:00,2016-05-14 00:00:00,2016-05-14 00:00:00,,,
University Of Wyoming,1000 E University Ave Department 3434,820712000,Laramie,WY,USA,0,250000000,2800,NNX12AJ71A,4,0,34752,TURBULENCE STRUCTURE PRESERVING UNIFIED AND DYNAMIC LARGE EDDY SIMULATION OF SEPARATED FLOWS,126,820712000,0,USA,WY,2014-04-10 00:00:00,2014-04-10 00:00:00,2015-08-02 00:00:00,2015-08-02 00:00:00,2015-08-02 00:00:00,,,
M&d Mechanical Contractors Incorporated,1810 Sherman St Se,356013440,Decatur,AL,USA,5,31709760,160,NNM12AA44C,14,0,46999,"REALIABILITY, SAFETY, AND ENERGY UPGRADES TO BUILDING SYSTEMS FOR SITE CRITICAL BUILDING 4708",130,358120001,5,USA,AL,2014-04-10 00:00:00,2014-04-10 00:00:00,2014-05-24 00:00:00,2014-05-24 00:00:00,,236210,USA,C
Optical Associates Incorporated,685 River Oaks Pkwy,951341907,San Jose,CA,USA,17,5000000,30,NNM14AC46P,0,0,52895,,122,951341907,17,USA,CA,2014-04-10 00:00:00,2014-04-10 00:00:00,2014-06-20 00:00:00,2014-06-20 00:00:00,,334513,USA,D
Red River Computer Company Incorporated,21 Water St Ste 500,37432216,Claremont,NH,USA,2,75000000,68,NNX12AA79D,4,0,61232.19,,122,37432216,2,USA,NH,2014-04-10 00:00:00,2014-04-01 00:00:00,2013-12-06 00:00:00,2015-03-31 00:00:00,,541519,USA,D
Cornell University Incorporated,373 Pine Tree Rd,148502820,Ithaca,NY,USA,23,1102000000,15736,NNX12AK01G,2,0,72594,INTERDISCIPLINARY SCIENTIST INVESTIGATIONS IN ASTROBIOLOGY FOR NGST,120,148502820,23,USA,NY,2014-04-10 00:00:00,2014-04-10 00:00:00,2017-05-22 00:00:00,2017-05-22 00:00:00,2017-05-22 00:00:00,,,
Unicom Government Incorporated,2553 Dulles View Dr Ste 100,201715228,Herndon,VA,USA,11,900000000,850,NNA14SA42D,0,0,89344.27,,126,940350001,18,USA,CA,2014-04-10 00:00:00,2014-05-01 00:00:00,2015-04-30 00:00:00,2015-04-30 00:00:00,,541519,USA,D
University Of Wisconsin System,21 N Park St Ste 6401,537151218,Madison,WI,USA,2,2191200000,16368,NNX13AG49G,2,0,136383,RADAR-ENHANCED PASSIVE MICROWAVE RETRIEVALS OF PRECIPITATION OVER SPATIALLY AND TEMPORALLY VARIABLE,120,537151218,2,USA,WI,2014-04-10 00:00:00,2014-04-10 00:00:00,2016-04-30 00:00:00,2016-04-30 00:00:00,2016-04-30 00:00:00,,,
